robot_id,packet_size,interval,is_botnet
70,499.13999297469616,0.01,0
95,441.8789235099876,1.5263458497156899,0
97,486.28807924644923,0.42382417754240703,0
35,502.2775414804509,1.2366238668363703,0
55,504.814786031428,1.0612508152068199,0
75,491.43457699929564,0.4500616135492808,0
16,443.44206789936146,0.3734579309333049,0
42,447.48021787705676,0.7345601775453726,0
17,524.0038505312439,1.4731035766126181,0
43,537.4135797123166,1.503069456006445,0
3,500.5621587056039,0.3974887684436033,0
86,493.05686552771556,0.011514854806387642,0
93,519.4547104262588,0.657207807612798,0
42,491.17887007662245,0.28446830859409433,0
30,383.6502321379667,0.7080250769701866,0
2,1190.501159287549,0.01,1
98,532.2001420721163,0.20029282847372962,0
64,451.0004559320863,1.5331635462595514,0
85,466.354207138207,0.5997238951787953,0
94,1117.0431538758487,0.11858306112087193,1
97,366.301996345183,2.9047558600938346,0
88,530.246949328353,1.1448519673405149,0
86,543.2127211988433,0.9245603310421728,0
43,518.9278295248657,2.466303503955075,0
75,1216.135842507033,0.027730292698294516,1
78,501.54704883271063,2.5956251897146134,0
78,522.7844154432436,1.1980040758406774,0
66,569.3964021352546,0.40260490088512246,0
12,555.9963325819065,2.0848794545969076,0
83,392.85124916787606,0.01,0
39,1232.7631327615911,0.26478408311650603,1
67,614.733308381753,0.09772481760603073,0
28,552.8395890408331,0.11847439942143333,0
42,458.71075174445417,2.0273812777756204,0
19,551.6680138155928,0.3718636038218689,0
6,431.45813129121734,1.4857853228176339,0
42,1196.6798544786545,0.08641569121897033,1
95,518.6173490248354,1.5913993252310046,0
87,423.63077279796767,0.1698852106895069,0
16,422.2343414907677,0.7413854891745678,0
85,498.0914329275501,0.27101024175191757,0
47,456.9897020503017,0.4118262678846337,0
54,529.9944616676827,0.29628480905381516,0
99,560.7983127560904,1.2770536476049257,0
46,1209.4392653935085,0.3052220550096557,1
21,539.4032672044939,4.607080851282481,0
83,479.20532440737605,1.6267243855639875,0
66,535.3233149974279,0.5897431255232867,0
63,540.6884355676339,1.0670101256319429,0
99,526.9091181684666,0.9895546917846934,0
83,450.14864703358023,1.1052229400029547,0
65,399.5001967521756,0.8154845707438451,0
41,459.6318853253943,0.28436675225959457,0
44,535.7608722524998,2.319917607288222,0
6,495.1378431193652,0.7988803853874257,0
41,1135.6251956206586,0.27681793292327955,1
82,527.6135228965616,1.8401808291183297,0
36,424.37328843341686,1.2646941479921097,0
75,534.7314986480428,1.1180118921972895,0
21,473.7755359135928,0.9350577609003292,1
80,590.8062451342538,0.7409374993176757,0
70,498.03758116228573,0.41284480805846613,0
66,451.3826363136747,1.3353527035941648,0
8,457.36815537987434,0.11339302607909683,0
40,588.9790990133454,0.01,0
81,503.3348091664884,0.08142993413327321,0
12,491.72818421731523,2.296737617773366,0
27,546.1779549098711,0.0689306696702271,0
11,440.4791420383615,1.0074453555146912,0
16,453.7141895401604,1.743049347515282,0
65,575.3964693138315,0.01,0
80,557.1276376104753,0.04538674717025426,0
10,411.1238691878544,1.1652809774088624,0
96,596.0224981206713,0.5000065141820877,0
24,500.11254219886047,0.158223650852772,0
83,507.6196291385612,0.0901032223285989,0
65,452.5938541006915,0.3217894689522053,1
51,459.71447834065043,1.2500389268336471,0
40,585.2610875722011,1.5059267118260962,0
87,1119.0583860638912,0.13453435628704385,1
92,461.4914902155768,0.4274966302649711,0
13,505.23101779946904,1.6681225303263434,0
78,408.5626664888168,1.1936028856593353,0
2,481.9372176949446,0.2765623489609799,0
25,499.7173935027543,0.4267542375228155,0
63,538.9393949646712,1.4849636947085518,0
30,509.7301746248539,0.9127376913892946,0
62,585.1793377330134,0.7427527251693654,0
76,389.12092812392535,0.4523365917386702,0
75,501.2237256035566,0.37906662892400034,0
73,458.59343209765615,0.1515449080196686,0
40,517.0837082955958,0.10226072866618015,0
75,544.6259748556208,0.7217038967905913,0
57,432.197059930519,0.3314711218735872,0
95,482.27257428772356,0.01,0
65,453.9633734518492,1.9457660376496835,0
50,486.1736723058417,2.7429046833814628,1
4,533.6675007200578,0.7899625537437223,0
65,520.6545136164423,0.2805728318023537,0
16,526.9349589870174,0.6611929971235392,0
5,557.0047704184793,1.4434111911897285,0
46,474.93428173045913,2.324032984920123,1
86,504.3542026279857,0.39563253480225774,0
33,376.72229184973827,1.049686163044115,0
93,491.0057523742196,0.9698202823214132,0
72,512.1540961322044,2.53739878608499,0
49,532.405489419636,2.7713714298595056,0
93,453.35051558789695,0.9274891281931249,0
33,443.8437306893694,0.944640926980393,0
